"#","Startup Name","HQ Location","Role Location(s)","Country","Description & Funding","Founded","Role(s) Hiring","Stipend/Salary","Work Mode","Timezone","HR Email","HR Contact","Apply Link","Status","Visa/Sponsor","Perks","PPO"
"1","SuperKalam","Bangalore, India","Remote / Bangalore","India","YC W23 Seed AI-first UPSC mentor - voice agents, RAG, STT/TTS. Backed by YC + Google for Startups","2023","AI Applied Engineer - Voice First Intern (LLM, RAG, Node.js/Python)","₹25K-₹40K / month","Remote First - Hybrid option","IST / Flexible","join@superkalam.com, vimal@superkalam.com","Vimal Singh Rathore - Founder | linkedin.com/company/superkalam","https://www.ycombinator.com/companies/superkalam/jobs/DKwCjWa-ai-ml-research-internship","Active - Urgent","No - India only","Certificate, ESOPs, flexible hours, direct founder mentorship","Yes - Performance PPO"
"2","Deccan AI","Hyderabad, India","Hyderabad / Remote / San Francisco","India","Series A AI data platform for Google/Snowflake RLHF/SFT. 500k+ domain experts. IIT-B/IIM-A founders","2021","ML Intern, AI Data Consultant (1000 INR/hr), Lead AI/ML Engineer","₹15K-₹25K intern / ₹1000/hr consultant / ₹18-30L FT","Hybrid + Remote","IST / US overlap","careers@deccan.ai","Akshay Goel | linkedin.com/company/deccan-ai","https://wellfound.com/role/l/data-science/hyderabad","Active - 1 week ago","No","Remote flexible hours, work with Google/Snowflake, cert","Yes"
"3","AI Planet","Hyderabad / Leuven, India","Remote India - Hyderabad/Bangalore/Delhi/ Pune","India","Seed $511k Oct 2022 - MLOps platform making AI private & accessible. 11-50 emp","2020","DevOps/MLOps Intern, Senior Full-Stack AI Engineer, AI Product Manager","₹10K-₹15K intern / ₹12-18L FT","Remote Only","IST","careers@aiplanet.com","Rishabh Goel - Founder | linkedin.com/company/aiplanet","https://wellfound.com/jobs/2626786-devops-mlops-internship","Active","No","PPO, health benefits, equity, company events","Yes"
"4","CerebralZip","Delhi / Mumbai, India","Remote / Delhi / Mumbai","India","Seed Early Stage 1-10 emp Jan 2024 - GenAI All Source Intelligence for cyber + digital forensics. Growing fast","2024","Data Science Intern - Computer Vision & Agentic AI, Data Scientist FT","₹20K-₹80K intern / ₹10-15L FT","Remote First - Onsite optional","IST","hiring@cerebralzip.com","Founding Team | linkedin.com/company/cerebralzip","https://wellfound.com/company/cerebralzip","Active - Urgent - 1 week ago","No","High ownership, build first-of-its-kind India product, groom to best GenAI team","Yes"
"5","TRIKSHA Health","Hyderabad, India","In-office Hyderabad","India","Seed Health-Tech AI predictive healthcare with wearables + real-time alerts","2023","AI/ML Engineer Intern (LLMs/CV, PyTorch, MLOps)","₹10K / month","In-office Hyderabad - Hybrid negotiable","IST","hr@triksha.com","HR Team | linkedin.com/company/triksha-health-tech","https://internshala.com/internship/detail/ai-ml-engineer-internship-in-hyderabad-at-triksha1776061259","Active - Urgent - 1 day ago - Deadline 13 May 26","No","Certificate, LOR, real AI health product","Yes - 4 openings"
"6","Peakflo","Singapore / Mumbai / Remote","Remote India / Singapore","India/Singapore","Seed YC W22 - Finance AI OCR + intelligent chatbots + approval systems. Backed by YC","2021","Machine Learning (ML) Engineer Intern - Paid - LLM fine-tuning, prompt engineering, Python","₹40K-₹50K / month (₹4.8-6L PA)","Remote Only - India/SG","IST/SGT overlap","careers@peakflo.co","Saad Shaikh - Founder | linkedin.com/company/peakflo","https://www.ycombinator.com/companies/peakflo/jobs/I4Ehwpd-machine-learning-ml-engineer-intern-paid-india-remote","Active - Urgent","No - IN/SG only","Competitive stipend, FT conversion, benefits package post conversion, flexible hours","Yes"
"7","TrueFoundry","Bangalore, India","Remote India / Bangalore","India","Seed / Series A - Unified AI Gateway LLM/MCP/Agent. 51-200 emp, B2B, Growing fast","2021","Backend Intern - AI Platform, AI Engineer","₹45K-₹55K / month","Remote Only","IST","hiring@truefoundry.com","Nikunj Bajaj - Founder | linkedin.com/company/truefoundry","https://wellfound.com/company/truefoundry/jobs","Active","No","Remote first, ESOPs, training workshops","Yes"
"8","SatSure","Bangalore, India","Bangalore / Remote","India","Series A $13M SpaceTech + AI EO analytics","2017","Data Science Intern, ML Research Intern, MLOps Intern","₹25K-₹40K + PPO up to ₹12LPA","Hybrid Bangalore","IST","careers@satsure.co","Prateep Basu | linkedin.com/company/satsure","https://in.linkedin.com/jobs/deep-learning-intern-jobs-bengaluru","Active - 2 weeks ago","No","Space data, certificate, PPO","Yes"
"9","Bolna AI","Bangalore, India","Remote India","India","Seed $6.3M Daily 200k+ calls 1050+ customers Voice AI Orchestration for enterprise telephony","2024","AI/ML Engineer Intern, Data Analyst Intern","₹20K-₹35K / month","Remote","IST","careers@bolna.ai","Aditya Vardhan Tibrewala | linkedin.com/company/bolna-ai","https://bolna.ai/careers","Active","No","Equity, flexible hours","Yes"
"10","Sarvam AI","Bangalore, India","Bangalore / Remote","India","Series B $234M Jun 2026 $1.5B Unicorn - Sovereign Indic LLMs 30B + 105B MoE + Saaras speech","2023","Research Intern, Data Scientist, RLHF Lead","₹40K-₹80K intern / ₹15-35L FT","Hybrid Bangalore - Remote for research","IST","careers@sarvam.ai","Vivek Raghavan - Founder | linkedin.com/company/sarvamai","https://sarvam.ai/careers","Active - Urgent","No","ESOPs, GPU infra access, publish papers","Yes"
"11","Niramai","Bangalore, India","Bangalore","India","Series A $8.6M AI Breast Cancer Screening thermal imaging ML","2016","ML Intern (Research Intern) - Image Processing Deep Learning","₹10K / month","In-office Bangalore","IST","careers@niramai.com","Geetha Manjunath | linkedin.com/company/niramai","https://www.prepnplaced.com/apprenticeships/ai-and-ml","Active - Rolling","No","Health impact, research publication","Yes"
"12","Wadhwani AI","Delhi / Bangalore, India","Delhi / Remote India","India","Seed Philanthropic AI for Social Good - agriculture, health, education","2018","Machine Learning Intern, Impact Analytics Fellow","₹25K-₹50K / month","Remote / On-site Delhi","IST","careers@wadhwaniai.org","P. Anandan | linkedin.com/company/wadhwani-ai","https://wadhwaniai.org/careers","Active - Verified 7 Aug 2026","No","Social impact, flexible, learning budget","Yes"
"13","Monsoon CreditTech","Gurgaon + Mumbai, India","Gurgaon + Mumbai / Remote","India","Seed Early Stage 11-50 ML lending platform for banks/card issuers - Responds within 2 weeks","2020","Data Scientist FT ₹7-14L, Senior Data Scientist ₹15-30L + 0-0.4% equity","₹15K-₹25K intern / ₹7-30L FT","Hybrid Gurgaon - Remote negotiable","IST","careers@monsooncredittech.com","Founding Team | linkedin.com/company/monsoon-credittech","https://wellfound.com/role/l/data-science/india","Active - 3 weeks ago","No","Equity 0.4%, fintech lending exposure","Yes"
